6202 6211 6220 6229
# tracer: nop
#
# entries-in-buffer/entries-written: 23674/23674   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
          <idle>-0     [000] d... 79827.438501: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/0 next_pid=8 next_prio=120
         rcuos/0-8     [000] d... 79827.438504: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=005
         rcuos/0-8     [000] d... 79827.438506: sched_switch: prev_comm=rcuos/0 prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79827.450492: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79827.450497: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 79827.450498: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79827.450500: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=005
       rcu_sched-7     [000] d... 79827.450503: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79827.450510: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/5 next_pid=13 next_prio=120
         rcuos/5-13    [000] d... 79827.450518: sched_switch: prev_comm=rcuos/5 prev_pid=13 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79827.453490: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79827.453492: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79827.453499: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79827.453504: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79827.462513: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/5 next_pid=13 next_prio=120
         rcuos/5-13    [000] d... 79827.462516: sched_switch: prev_comm=rcuos/5 prev_pid=13 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79827.468502: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79827.468507: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79827.468510: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79827.471499: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79827.471501: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79827.471506: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79827.471510: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79827.474520: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/5 next_pid=13 next_prio=120
         rcuos/5-13    [000] d... 79827.474522: sched_switch: prev_comm=rcuos/5 prev_pid=13 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79827.522674: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=pool next_pid=1839 next_prio=120
            pool-1839  [000] .... 79827.522677: sys_futex -> 0x0
            pool-1839  [000] d... 79827.522713: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
            pool-1839  [000] .... 79827.522758: sys_futex(uaddr: 17c1850, op: 0, val: 3e2d, utime: 0, uaddr2: 7fb058021a90, val3: 17c1858)
            pool-1839  [000] d... 79827.522762: sched_switch: prev_comm=pool prev_pid=1839 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79827.534543: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79827.534548: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79827.534550: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79827.645606: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79827.645614: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79827.645619: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79827.892754: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79827.892763: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79827.892767: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79827.998473: sched_wakeup: comm=chrome pid=21318 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79827.998476: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=21318 next_prio=120
          chrome-21318 [000] .... 79827.998478: sys_futex -> 0xffffffffffffff92
          chrome-21318 [000] .... 79827.998482: sys_futex(uaddr: 7fff52ca4ae8, op: 81, val: 1, utime: 1f6bfd8, uaddr2: 0, val3: 12afe610caf01c)
          chrome-21318 [000] .... 79827.998483: sys_futex -> 0x0
          chrome-21318 [000] .... 79827.998551: sys_futex(uaddr: 7fff52ca4b14, op: 89, val: 1, utime: 7fff52ca4a90, uaddr2: 7fff52ca4ae8, val3: ffffffff)
          chrome-21318 [000] d... 79827.998556: sched_switch: prev_comm=chrome prev_pid=21318 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79828.098662: sched_wakeup: comm=chrome pid=21318 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79828.098666: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=21318 next_prio=120
          chrome-21318 [000] .... 79828.098667: sys_futex -> 0xffffffffffffff92
          chrome-21318 [000] .... 79828.098669: sys_futex(uaddr: 7fff52ca4ae8, op: 81, val: 1, utime: 1f6bfea, uaddr2: 0, val3: 18a5cc675e2fa1)
          chrome-21318 [000] .... 79828.098669: sys_futex -> 0x0
          chrome-21318 [000] d.s. 79828.098880: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          chrome-21318 [000] d... 79828.098975: sched_wakeup: comm=Chrome_ChildIOT pid=21321 prio=120 success=1 target_cpu=001
          chrome-21318 [000] .... 79828.099006: sys_futex(uaddr: 7fff52ca4b14, op: 89, val: 1, utime: 7fff52ca4a90, uaddr2: 7fff52ca4ae8, val3: ffffffff)
          chrome-21318 [000] d... 79828.099011: sched_switch: prev_comm=chrome prev_pid=21318 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79828.099017: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.099259: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=21318 next_prio=120
          chrome-21318 [000] .... 79828.099260: sys_futex -> 0x0
          chrome-21318 [000] .... 79828.099262: sys_futex(uaddr: 7fff52ca4ae8, op: 81, val: 1, utime: 1f6bfea, uaddr2: 0, val3: 18a5cc675e2fa1)
          chrome-21318 [000] .... 79828.099262: sys_futex -> 0x0
          chrome-21318 [000] .... 79828.100820: sys_futex(uaddr: 7fff52ca4b14, op: 89, val: 1, utime: 7fff52ca4a90, uaddr2: 7fff52ca4ae8, val3: ffffffff)
          chrome-21318 [000] d... 79828.100826: sched_switch: prev_comm=chrome prev_pid=21318 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.218293: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79828.218298: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 79828.218300: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.223971: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79828.223974: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=001
         rcuos/4-12    [000] d... 79828.223975: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79828.318321: sched_wakeup: comm=3on6 pid=6202 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79828.318324: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6202 next_prio=120
            3on6-6202  [000] .... 79828.318326: sys_nanosleep -> 0x0
            3on6-6202  [000] .... 79828.318333: sys_futex(uaddr: 7f5fa95859d0, op: 0, val: 1843, utime: 0, uaddr2: 0, val3: 7f5fa8583700)
            3on6-6202  [000] d... 79828.318336: sched_switch: prev_comm=3on6 prev_pid=6202 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.433956: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79828.433959: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.434086: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79828.434094: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.434286: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=8643 next_prio=120
           uname-8643  [000] .... 79828.435065: sched_process_exit: comm=uname pid=8643 prio=120
           uname-8643  [000] dNs. 79828.435084: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
           uname-8643  [000] d... 79828.435090: sched_switch: prev_comm=uname prev_pid=8643 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79828.435099: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=uname next_pid=8643 next_prio=120
           uname-8643  [000] d... 79828.435110: sched_wakeup: comm=sh pid=8640 prio=120 success=1 target_cpu=002
           uname-8643  [000] d... 79828.435115: sched_switch: prev_comm=uname prev_pid=8643 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79828.437081: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79828.437086: sched_wakeup: comm=ksoftirqd/0 pid=3 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79828.437090: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79828.437094: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79828.437097: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=ksoftirqd/0 next_pid=3 next_prio=120
     ksoftirqd/0-3     [000] d... 79828.437103: sched_switch: prev_comm=ksoftirqd/0 prev_pid=3 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.438111: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=8642 next_prio=120
              sh-8642  [000] d... 79828.438129: sched_switch: prev_comm=sh prev_pid=8642 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.438185: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=8642 next_prio=120
              sh-8642  [000] d... 79828.438195: sched_switch: prev_comm=sh prev_pid=8642 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.438224: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=8642 next_prio=120
              sh-8642  [000] .... 79828.438512: sched_process_exit: comm=sh pid=8642 prio=120
              sh-8642  [000] d... 79828.438524: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=002
              sh-8642  [000] d... 79828.438539: sched_switch: prev_comm=sh prev_pid=8642 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79828.440083: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79828.440085: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79828.440090: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79828.440095: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.443102: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79828.443105: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.452107: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/0 next_pid=8 next_prio=120
         rcuos/0-8     [000] d... 79828.452110: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=003
         rcuos/0-8     [000] d... 79828.452126: sched_switch: prev_comm=rcuos/0 prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.458098: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79828.458102: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79828.458105: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79828.461094: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79828.461096: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79828.461102: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79828.461107: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.464112: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/0 next_pid=8 next_prio=120
         rcuos/0-8     [000] d... 79828.464115: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 79828.464118: sched_switch: prev_comm=rcuos/0 prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79828.476108: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79828.476112: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79828.476113: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=003
       rcu_sched-7     [000] d... 79828.476115: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79828.819313: sched_wakeup: comm=watchdog/0 pid=26 prio=0 success=1 target_cpu=000
          <idle>-0     [000] d... 79828.819317: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=watchdog/0 next_pid=26 next_prio=0
      watchdog/0-26    [000] d... 79828.819321: sched_switch: prev_comm=watchdog/0 prev_pid=26 prev_prio=0 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79828.999598: sched_wakeup: comm=chrome pid=21318 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79828.999602: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=21318 next_prio=120
          chrome-21318 [000] .... 79828.999606: sys_futex -> 0xffffffffffffff92
          chrome-21318 [000] .... 79828.999610: sys_futex(uaddr: 7fff52ca4ae8, op: 81, val: 1, utime: 1f6c0ce, uaddr2: 0, val3: 12b01b6d944c6c)
          chrome-21318 [000] .... 79828.999611: sys_futex -> 0x0
          chrome-21318 [000] .... 79828.999679: sys_futex(uaddr: 7fff52ca4b14, op: 89, val: 1, utime: 7fff52ca4a90, uaddr2: 7fff52ca4ae8, val3: ffffffff)
          chrome-21318 [000] d... 79828.999684: sched_switch: prev_comm=chrome prev_pid=21318 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79829.006164: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79829.006175: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79829.006781: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79829.006787: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79829.007404: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=usb-storage next_pid=350 next_prio=120
     usb-storage-350   [000] d... 79829.007410: sched_switch: prev_comm=usb-storage prev_pid=350 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79829.099788: sched_wakeup: comm=chrome pid=21318 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79829.099791: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=21318 next_prio=120
          chrome-21318 [000] .... 79829.099793: sys_futex -> 0xffffffffffffff92
          chrome-21318 [000] .... 79829.099794: sys_futex(uaddr: 7fff52ca4ae8, op: 81, val: 1, utime: 1f6c0ee, uaddr2: 0, val3: 18a601c39a13f3)
          chrome-21318 [000] .... 79829.099795: sys_futex -> 0x0
          chrome-21318 [000] d... 79829.100078: sched_wakeup: comm=Chrome_ChildIOT pid=21321 prio=120 success=1 target_cpu=001
          chrome-21318 [000] .... 79829.100109: sys_futex(uaddr: 7fff52ca4b14, op: 89, val: 1, utime: 7fff52ca4a90, uaddr2: 7fff52ca4ae8, val3: ffffffff)
          chrome-21318 [000] d... 79829.100113: sched_switch: prev_comm=chrome prev_pid=21318 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79829.100362: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=21318 next_prio=120
          chrome-21318 [000] .... 79829.100363: sys_futex -> 0x0
          chrome-21318 [000] .... 79829.100365: sys_futex(uaddr: 7fff52ca4ae8, op: 81, val: 1, utime: 1f6c0ee, uaddr2: 0, val3: 18a601c39a13f3)
          chrome-21318 [000] .... 79829.100365: sys_futex -> 0x0
          chrome-21318 [000] d.s. 79829.100485: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          chrome-21318 [000] .... 79829.101934: sys_futex(uaddr: 7fff52ca4b14, op: 89, val: 1, utime: 7fff52ca4a90, uaddr2: 7fff52ca4ae8, val3: ffffffff)
          chrome-21318 [000] d... 79829.101939: sched_switch: prev_comm=chrome prev_pid=21318 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79829.101948: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79829.182232: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79829.182236: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79829.184531: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79829.184534: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79829.184541: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79829.184544: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79829.326567: sched_wakeup: comm=3on6 pid=6211 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79829.326571: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6211 next_prio=120
            3on6-6211  [000] .... 79829.326574: sys_nanosleep -> 0x0
            3on6-6211  [000] d... 79829.326584: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
            3on6-6211  [000] .... 79829.326595: sys_nanosleep(rqtp: 7f5fa9584d40, rmtp: 7f5fa9584d40)
            3on6-6211  [000] d... 79829.326597: sched_switch: prev_comm=3on6 prev_pid=6211 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79829.326602: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=002
     kworker/0:2-6725  [000] d... 79829.326607: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79829.373645: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79829.373651: sched_wakeup: comm=kworker/u16:0 pid=3801 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79829.373657: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79829.373661: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79829.405663: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79829.405669: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79829.405675: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79829.435692: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79829.435702: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79829.437207: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=8653 next_prio=120
          uptime-8653  [000] dNs. 79829.437687: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          uptime-8653  [000] d... 79829.437692: sched_switch: prev_comm=uptime prev_pid=8653 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79829.437699: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=uptime next_pid=8653 next_prio=120
